word,audio_word,match_type,source,speaker,license,filename,url,size_bytes
леќа,леќа,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-леќа.wav,https://upload.wikimedia.org/wikipedia/commons/0/00/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BB%D0%B5%D1%9C%D0%B0.wav,92972
помош,помош,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-помош.wav,https://upload.wikimedia.org/wikipedia/commons/2/2c/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BF%D0%BE%D0%BC%D0%BE%D1%88.wav,92972
име,име,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-име.wav,https://upload.wikimedia.org/wikipedia/commons/2/25/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B8%D0%BC%D0%B5.wav,84780
мај,мај,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-мај.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BC%D0%B0%D1%98.wav,84780
лав,лав,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-лав.wav,https://upload.wikimedia.org/wikipedia/commons/a/a1/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BB%D0%B0%D0%B2.wav,68396
каде,каде,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-каде.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BA%D0%B0%D0%B4%D0%B5.wav,92972
никогаш,никогаш,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-никогаш.wav,https://upload.wikimedia.org/wikipedia/commons/3/33/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BD%D0%B8%D0%BA%D0%BE%D0%B3%D0%B0%D1%88.wav,92972
но,но,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-но.wav,https://upload.wikimedia.org/wikipedia/commons/d/d8/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BD%D0%BE.wav,68396
астероид,астероид,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-астероид.wav,https://upload.wikimedia.org/wikipedia/commons/2/2b/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%BE%D0%B8%D0%B4.wav,125740
список,список,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-список.wav,https://upload.wikimedia.org/wikipedia/commons/8/80/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%81%D0%BF%D0%B8%D1%81%D0%BE%D0%BA.wav,101164
албум,албум,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-албум.wav,https://upload.wikimedia.org/wikipedia/commons/d/d9/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B0%D0%BB%D0%B1%D1%83%D0%BC.wav,92972
точка,точка,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-точка.wav,https://upload.wikimedia.org/wikipedia/commons/b/bc/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%82%D0%BE%D1%87%D0%BA%D0%B0.wav,101164
екватор,екватор,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-екватор.wav,https://upload.wikimedia.org/wikipedia/commons/3/3e/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B5%D0%BA%D0%B2%D0%B0%D1%82%D0%BE%D1%80.wav,109356
галаксија,галаксија,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-галаксија.wav,https://upload.wikimedia.org/wikipedia/commons/e/e3/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B3%D0%B0%D0%BB%D0%B0%D0%BA%D1%81%D0%B8%D1%98%D0%B0.wav,117548
број,број,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-број.wav,https://upload.wikimedia.org/wikipedia/commons/8/85/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B1%D1%80%D0%BE%D1%98.wav,84780
кој,кој,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-кој.wav,https://upload.wikimedia.org/wikipedia/commons/5/5e/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BA%D0%BE%D1%98.wav,76588
соѕвездие,соѕвездие,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-соѕвездие.wav,https://upload.wikimedia.org/wikipedia/commons/b/b7/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%81%D0%BE%D1%95%D0%B2%D0%B5%D0%B7%D0%B4%D0%B8%D0%B5.wav,125740
око,око,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-око.wav,https://upload.wikimedia.org/wikipedia/commons/4/46/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BE%D0%BA%D0%BE.wav,76588
песна,песна,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-песна.wav,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BF%D0%B5%D1%81%D0%BD%D0%B0.wav,92972
не,не,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-не.wav,https://upload.wikimedia.org/wikipedia/commons/9/96/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BD%D0%B5.wav,68396
метал,метал,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-метал.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BC%D0%B5%D1%82%D0%B0%D0%BB.wav,84780
база,база,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-база.wav,https://upload.wikimedia.org/wikipedia/commons/d/d3/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B1%D0%B0%D0%B7%D0%B0.wav,84780
има,има,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-има.wav,https://upload.wikimedia.org/wikipedia/commons/7/7b/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B8%D0%BC%D0%B0.wav,84780
до,до,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-до.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B4%D0%BE.wav,68396
брои,брои,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-брои.wav,https://upload.wikimedia.org/wikipedia/commons/f/f8/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B1%D1%80%D0%BE%D0%B8.wav,92972
агол,агол,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-агол.wav,https://upload.wikimedia.org/wikipedia/commons/d/de/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B0%D0%B3%D0%BE%D0%BB.wav,92972
небо,небо,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-небо.wav,https://upload.wikimedia.org/wikipedia/commons/1/11/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BD%D0%B5%D0%B1%D0%BE.wav,84780
жолт,жолт,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-жолт.wav,https://upload.wikimedia.org/wikipedia/commons/6/67/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B6%D0%BE%D0%BB%D1%82.wav,76588
храм,храм,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-храм.wav,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%85%D1%80%D0%B0%D0%BC.wav,76588
ера,ера,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-ера.wav,https://upload.wikimedia.org/wikipedia/commons/7/7c/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B5%D1%80%D0%B0.wav,84780
век,век,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-век.wav,https://upload.wikimedia.org/wikipedia/commons/8/80/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B2%D0%B5%D0%BA.wav,101164
збор,збор,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-збор.wav,https://upload.wikimedia.org/wikipedia/commons/9/9a/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B7%D0%B1%D0%BE%D1%80.wav,84780
сум,сум,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-сум.wav,https://upload.wikimedia.org/wikipedia/commons/4/44/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%81%D1%83%D0%BC.wav,76588
тој,тој,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-тој.wav,https://upload.wikimedia.org/wikipedia/commons/6/62/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%82%D0%BE%D1%98.wav,76588
цар,цар,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-цар.wav,https://upload.wikimedia.org/wikipedia/commons/5/56/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%86%D0%B0%D1%80.wav,84780
или,или,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-или.wav,https://upload.wikimedia.org/wikipedia/commons/0/06/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B8%D0%BB%D0%B8.wav,84780
септември,септември,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-септември.wav,https://upload.wikimedia.org/wikipedia/commons/e/e0/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%81%D0%B5%D0%BF%D1%82%D0%B5%D0%BC%D0%B2%D1%80%D0%B8.wav,101164
кога,кога,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-кога.wav,https://upload.wikimedia.org/wikipedia/commons/f/f9/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BA%D0%BE%D0%B3%D0%B0.wav,84780
да,да,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-да.wav,https://upload.wikimedia.org/wikipedia/commons/0/0c/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B4%D0%B0.wav,76588
календар,календар,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-календар.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BA%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80.wav,101164
година,година,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-година.wav,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0.wav,92972
од,од,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-од.wav,https://upload.wikimedia.org/wikipedia/commons/e/ef/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BE%D0%B4.wav,84780
во,во,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-во.wav,https://upload.wikimedia.org/wikipedia/commons/7/71/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B2%D0%BE.wav,68396
на,на,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-на.wav,https://upload.wikimedia.org/wikipedia/commons/9/91/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BD%D0%B0.wav,68396
милион,милион,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-милион.wav,https://upload.wikimedia.org/wikipedia/commons/3/31/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BC%D0%B8%D0%BB%D0%B8%D0%BE%D0%BD.wav,101164
илјада,илјада,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-илјада.wav,https://upload.wikimedia.org/wikipedia/commons/a/af/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B8%D0%BB%D1%98%D0%B0%D0%B4%D0%B0.wav,76588
сто,сто,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-сто.wav,https://upload.wikimedia.org/wikipedia/commons/e/e5/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%81%D1%82%D0%BE.wav,84780
деветнаесет,деветнаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-деветнаесет.wav,https://upload.wikimedia.org/wikipedia/commons/0/03/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B4%D0%B5%D0%B2%D0%B5%D1%82%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,117548
седумнаесет,седумнаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-седумнаесет.wav,https://upload.wikimedia.org/wikipedia/commons/6/60/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%81%D0%B5%D0%B4%D1%83%D0%BC%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,117548
шеснаесет,шеснаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-шеснаесет.wav,https://upload.wikimedia.org/wikipedia/commons/e/e2/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%88%D0%B5%D1%81%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,125740
петнаесет,петнаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-петнаесет.wav,https://upload.wikimedia.org/wikipedia/commons/9/99/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BF%D0%B5%D1%82%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,109356
четиринаесет,четиринаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-четиринаесет.wav,https://upload.wikimedia.org/wikipedia/commons/9/94/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%87%D0%B5%D1%82%D0%B8%D1%80%D0%B8%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,142124
тринаесет,тринаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-тринаесет.wav,https://upload.wikimedia.org/wikipedia/commons/4/43/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%82%D1%80%D0%B8%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,117548
дванаесет,дванаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-дванаесет.wav,https://upload.wikimedia.org/wikipedia/commons/a/a0/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B4%D0%B2%D0%B0%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,109356
единаесет,единаесет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-единаесет.wav,https://upload.wikimedia.org/wikipedia/commons/c/c6/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B5%D0%B4%D0%B8%D0%BD%D0%B0%D0%B5%D1%81%D0%B5%D1%82.wav,117548
десет,десет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-десет.wav,https://upload.wikimedia.org/wikipedia/commons/0/0d/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B4%D0%B5%D1%81%D0%B5%D1%82.wav,84780
девет,девет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-девет.wav,https://upload.wikimedia.org/wikipedia/commons/1/1e/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B4%D0%B5%D0%B2%D0%B5%D1%82.wav,92972
седум,седум,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-седум.wav,https://upload.wikimedia.org/wikipedia/commons/0/09/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%81%D0%B5%D0%B4%D1%83%D0%BC.wav,84780
шест,шест,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-шест.wav,https://upload.wikimedia.org/wikipedia/commons/0/0c/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%88%D0%B5%D1%81%D1%82.wav,92972
пет,пет,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-пет.wav,https://upload.wikimedia.org/wikipedia/commons/4/40/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%BF%D0%B5%D1%82.wav,92972
четири,четири,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-четири.wav,https://upload.wikimedia.org/wikipedia/commons/8/85/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%87%D0%B5%D1%82%D0%B8%D1%80%D0%B8.wav,92972
три,три,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-три.wav,https://upload.wikimedia.org/wikipedia/commons/e/e2/LL-Q9296_%28mkd%29-Bjankuloski06-%D1%82%D1%80%D0%B8.wav,76588
два,два,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-два.wav,https://upload.wikimedia.org/wikipedia/commons/0/0a/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B4%D0%B2%D0%B0.wav,76588
еден,еден,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-еден.wav,https://upload.wikimedia.org/wikipedia/commons/4/45/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B5%D0%B4%D0%B5%D0%BD.wav,84780
боја,боја,exact,Lingua Libre / Wikimedia Commons,Bjankuloski06,CC-BY-SA 4.0,LL-Q9296 (mkd)-Bjankuloski06-боја.wav,https://upload.wikimedia.org/wikipedia/commons/9/9a/LL-Q9296_%28mkd%29-Bjankuloski06-%D0%B1%D0%BE%D1%98%D0%B0.wav,84780
